strain	issue_num	branch	additional_info	url
England/CLIMB-CM7YJW6D/2023|EPI_ISL_18439950	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Switzerland/BS-UHB-USB_2023_10_23_5d530aab/2023|EPI_ISL_18440326	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Switzerland/BS-UHB-USB_2023_10_23_961e52fa/2023|EPI_ISL_18440348	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
France/ARA-HCL723001400101/2023|EPI_ISL_18440977	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
France/ARA-HCL723001400201/2023|EPI_ISL_18440978	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
France/ARA-HCL723001408501/2023|EPI_ISL_18441045	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
France/ARA-HCL723001436801/2023|EPI_ISL_18441281	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
England/CLIMB-CM7YKJUU/2023|EPI_ISL_18450604	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Germany/BY-RKI-I-1138731/2023|EPI_ISL_18455071	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Norway/9877/2023|EPI_ISL_18462078	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
France/ARA-HCL723001447701/2023|EPI_ISL_18468852	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Sweden/M-SUS0021873/2023|EPI_ISL_18469145	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Yunnan/YNCDC-3220/2023|EPI_ISL_18488094	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Denmark/DCGC-662672/2023|EPI_ISL_18494642	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Malaysia/MKAJB_CL_37192/2023|EPI_ISL_18500126	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Mauritius/CHL_53335/2023|EPI_ISL_18502546	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YRAYA/2023|EPI_ISL_18521750	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YE13U/2023|EPI_ISL_18521779	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YGPHB/2023|EPI_ISL_18521821	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YJDUJ/2023|EPI_ISL_18521822	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YGZR5/2023|EPI_ISL_18521855	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
England/CLIMB-CM7YGZEU/2023|EPI_ISL_18525550	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YMAIZ/2023|EPI_ISL_18525610	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YG4KW/2023|EPI_ISL_18525643	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YRWNI/2023|EPI_ISL_18525647	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YJ8I5/2023|EPI_ISL_18525648	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YMQ8E/2023|EPI_ISL_18525667	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YF955/2023|EPI_ISL_18525669	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7Y8PYG/2023|EPI_ISL_18525672	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YJJW9/2023|EPI_ISL_18525677	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YKSDK/2023|EPI_ISL_18525679	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7Y8YWK/2023|EPI_ISL_18525681	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YJ3RZ/2023|EPI_ISL_18525683	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YRK8I/2023|EPI_ISL_18525684	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YMBWK/2023|EPI_ISL_18525688	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Germany/BY-MVP-000022113/2023|EPI_ISL_18526139	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Germany/BY-MVP-000022152/2023|EPI_ISL_18526150	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Denmark/DCGC-663649/2023|EPI_ISL_18540119	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
France/GES-IPP26970/2023|EPI_ISL_18540937	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Switzerland/ZH-UZH-IMV-3ba6bf82/2023|EPI_ISL_18541824	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R85MR147/2023|EPI_ISL_18544484	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R85MR173/2023|EPI_ISL_18544589	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
France/ARA-HCL723001518001/2023|EPI_ISL_18545236	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
France/ARA-HCL723001518301/2023|EPI_ISL_18545239	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
France/ARA-HCL723001518401/2023|EPI_ISL_18545240	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
France/ARA-HCL723001519801/2023|EPI_ISL_18545249	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
France/ARA-HCL723001527601/2023|EPI_ISL_18545309	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7Y8U3J/2023|EPI_ISL_18545675	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YKD8O/2023|EPI_ISL_18545677	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YF3BX/2023|EPI_ISL_18545707	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YFU84/2023|EPI_ISL_18545713	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YK79Y/2023|EPI_ISL_18545726	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YGMHU/2023|EPI_ISL_18545727	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YGB9K/2023|EPI_ISL_18545728	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YRAWQ/2023|EPI_ISL_18545729	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YGGTQ/2023|EPI_ISL_18545730	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YF6PC/2023|EPI_ISL_18545731	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YRIWY/2023|EPI_ISL_18545732	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
USA/TX-HMH-M-135076/2023|EPI_ISL_18546946	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Spain/VC-FISABIO-121255/2023|EPI_ISL_18551294	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YMC6K/2023|EPI_ISL_18552810	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YF55O/2023|EPI_ISL_18552832	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YGWB6/2023|EPI_ISL_18552837	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Scotland/CLIMB-CM7YKUQR/2023|EPI_ISL_18552849	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Sweden/M-SUS0022099/2023|EPI_ISL_18553346	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Sweden/M-SUS0022132/2023|EPI_ISL_18553379	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Sweden/M-SUS0022143/2023|EPI_ISL_18558980	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Sweden/M-SUS0022260/2023|EPI_ISL_18561150	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
New_Zealand/23YA6399/2023|EPI_ISL_18562157	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
New_Zealand/23YA6156/2023|EPI_ISL_18562426	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
New_Zealand/23YA6164/2023|EPI_ISL_18562432	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R81MR123/2023|EPI_ISL_18589983	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R82MR207/2023|EPI_ISL_18590040	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R84MR121/2023|EPI_ISL_18590207	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R83MR82/2023|EPI_ISL_18590247	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R84MR104/2023|EPI_ISL_18590249	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R83MR83/2023|EPI_ISL_18590363	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R84MR156/2023|EPI_ISL_18590379	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R84MR127/2023|EPI_ISL_18590399	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R83MR84/2023|EPI_ISL_18590411	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Singapore/R83MR174/2023|EPI_ISL_18590438	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
Malaysia/MKAI-6795615/2023|EPI_ISL_18592198	#914			https://github.com/sars-cov-2-variants/lineage-proposals/issues/914
EPI_ISL_18598530	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18598081	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18596477	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18525964	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18585532	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400451	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18585554	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18585542	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400449	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18585552	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18586039	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400448	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18594573	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400447	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400450	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18498550	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18553792	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400467	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18412371	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400453	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18586036	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18494958	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18591922	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18594578	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18501266	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18531423	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18547193	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18356555	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18463670	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18485650	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18595024	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18595030	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18557737	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18594566	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18595027	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18597325	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18598415	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18598449	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18490168	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18511695	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18525786	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18598290	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18598413	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18598417	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18598423	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18598424	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
USA/DC-CDC-LC1071620/2023|EPI_ISL_18602032	#1139			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1139
England/CLIMB-CM7Y89IF/2023|EPI_ISL_18598919	#1163			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1163
England/CLIMB-CM7YFFCT/2023|EPI_ISL_18598920	#1163			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1163
Sweden/D-6480672176/2023|EPI_ISL_18598333	#1165			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1165
Sweden/C-03_SE600_000200652765N2/2023|EPI_ISL_18598545	#1165			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1165
Germany/BE-RKI-I-1139363/2023|EPI_ISL_18530899	#1164			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1164
Italy/PIE_IRCC_15896361/2023|EPI_ISL_18585542	#1164			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1164
Ireland/D-BH-270022231/2023|EPI_ISL_18594300	#1164			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1164
Denmark/DCGC-665106/2023|EPI_ISL_18596301	#1164			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1164
Switzerland/BE-IFIK-231023_os_18/2023|EPI_ISL_18458736	#1169			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1169
Switzerland/BE-IFIK-231120_os_14/2023|EPI_ISL_18547060	#1169			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1169
Switzerland/BE-IFIK-231120_os_09/2023|EPI_ISL_18547081	#1169			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1169
New_Zealand/23YA6271/2023|EPI_ISL_18562308	#1169			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1169
Lithuania/MB1010_0071/2023|EPI_ISL_18579516	#1169			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1169
Switzerland/BE-IFIK-231204_os_26/2023|EPI_ISL_18606136	#1169			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1169
Switzerland/BE-IFIK-231204_os_08/2023|EPI_ISL_18606141	#1169			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1169
France/ARA-HCL723001510201/2023|EPI_ISL_18545169	#1172			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1172
France/ARA-HCL723001511001/2023|EPI_ISL_18545177	#1172			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1172
USA/WA-GBW-H10-018-4490/2023|EPI_ISL_18568055	#1172			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1172
USA/WA-GBW-H20-340-7078/2023|EPI_ISL_18568074	#1172			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1172
France/ARA-HCL023186254301/2023|EPI_ISL_18605741	#1172			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1172
France/NOR-IPP29355/2023|EPI_ISL_18618282	#1172			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1172
EPI_ISL_18609089	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18617579	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18621392	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18621827	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18620248	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18631127	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18625028	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18631666	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18631674	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
USA/OH-ODH-SC3033489/2023|EPI_ISL_18604137	#1177			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1177
USA/CA-HLX-STM-4WT7QP56U/2023|EPI_ISL_18614755	#1177			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1177
USA/IL-CWGS3442/2023|EPI_ISL_18622968	#1177			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1177
USA/CA-CDPH-500128839/2023|EPI_ISL_18623642	#1177			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1177
Ireland/G-GUH-N2064/2023|EPI_ISL_18636413	#1183			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1183
Ireland/G-MUH-N2075/2023|EPI_ISL_18636423	#1183			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1183
Ireland/G-MUH-N2078/2023|EPI_ISL_18636425	#1183			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1183
Ireland/G-MUH-N2079/2023|EPI_ISL_18636426	#1183			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1183
EPI_ISL_18634713	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18635270	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18632728	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18634732	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18635364	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18638539	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18626662	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18640556	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Netherlands/GE-RIVM-133689/2023|EPI_ISL_18577111	#1185			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1185
Netherlands/LI-RIVM-133737/2023|EPI_ISL_18612396	#1185			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1185
Denmark/DCGC-665544/2023|EPI_ISL_18617370	#1185			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1185
Germany/BE-RKI-I-1140987/2023|EPI_ISL_18619827	#1185			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1185
Netherlands/NB-EMC-5377/2023|EPI_ISL_18630916	#1185			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1185
Wales/CLIMB-CM7YJCYM/2023|EPI_ISL_18641683	#1158			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1158
South_Korea/KDCA269893/2023|EPI_ISL_18461089	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA269910/2023|EPI_ISL_18461103	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA272442/2023|EPI_ISL_18511642	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA273047/2023|EPI_ISL_18539618	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA274380/2023|EPI_ISL_18564912	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA274393/2023|EPI_ISL_18564922	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA274404/2023|EPI_ISL_18564933	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA274405/2023|EPI_ISL_18564934	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA274416/2023|EPI_ISL_18564945	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA275606/2023|EPI_ISL_18597191	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA274939/2023|EPI_ISL_18597426	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA276334/2023|EPI_ISL_18639508	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA276560/2023|EPI_ISL_18639697	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
South_Korea/KDCA276658/2023|EPI_ISL_18639784	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
Singapore/R91MR182/2023|EPI_ISL_18651059	#1136			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1136
EPI_ISL_18651234	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18648199	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Belgium/UCL_23H-332G0192/2023|EPI_ISL_18604424	#1189			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1189
Belgium/UZB_548202312129/2023|EPI_ISL_18640164	#1189			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1189
Belgium/UZB_5482023121215/2023|EPI_ISL_18640170	#1189			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1189
EPI_ISL_18651899	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18662091	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18651895	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18662117	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18678025	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18675618	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18676761	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18673847	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18673851	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18673853	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18675074	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18675075	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18675076	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18679510	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Belgium/UZB_5482023121860/2023|EPI_ISL_18681427	#1189			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1189
Canada/ON-KHS-09109-v1/2023|EPI_ISL_18615089	#1200			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1200
USA/CA-HLX-STM-KT4WHJEUM/2023|EPI_ISL_18637220	#1200			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1200
Canada/ON-KHS-09290-v1/2023|EPI_ISL_18653743	#1200			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1200
Canada/ON-KHS-09425-v1/2023|EPI_ISL_18653838	#1200			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1200
France/GES-IPP27137/2023|EPI_ISL_18553420	#1206			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1206
France/GES-IPP29938/2023|EPI_ISL_18653388	#1206			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1206
France/OCC-HCL723001554401/2023|EPI_ISL_18676287	#1206			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1206
France/GES-IPP30086/2023|EPI_ISL_18653192	#1205			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1205
France/GES-IPP30087/2023|EPI_ISL_18653193	#1205			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1205
USA/CO-CDPHE-41441290/2023|EPI_ISL_18507646	#1207			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1207
USA/CA-CDPH-500128334/2023|EPI_ISL_18603100	#1207			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1207
USA/CA-CDPH-500128454/2023|EPI_ISL_18603213	#1207			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1207
USA/SD-SDPHL-3154/2023|EPI_ISL_18662544	#1207			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1207
USA/CA-HLX-STM-ST7N3MNY5/2023|EPI_ISL_18663203	#1207			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1207
France/BFC-IPP21415/2023|EPI_ISL_18363390	#1209			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1209
France/BFC-IPP23149/2023|EPI_ISL_18412854	#1209			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1209
France/BFC-IPP29017/2023|EPI_ISL_18618016	#1209			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1209
France/BFC-IPP29726/2023|EPI_ISL_18653312	#1209			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1209
